------------------------------------------------------------------------------
------------ AVIÓNICA COHETE SONDA ORIÓN UIS - Almacenamiento ----------------
Test: Cálculo altura - MS5611  |  Identificador: 02  |  Etapa de sensado
Autores: Juan Martin Vivas Camargo  |  Santiago Hernández Rincón
------------------------------------------------------------------------------
Contador -> Contador identificador.
Anterior -> Tiempo de muestra anterior.
Actual -> Tiempo de muestra actual.
Intervalo -> Intervalo - diferencia entre muestras.
Temperatura -> Lectura de Temperatura.
Presión -> Lectura de Presión.
Altura -> Lectura de Altura.
------------------------------------------------------------------------------------------------------
Contador________Anterior________Actual__________Intervalo_______Temperatura_____Presión_________Altura
------------------------------------------------------------------------------------------------------
0;		0;		6703;		6703;		19.64;		757.43;		-0.93
3971;		182231;		182274;		43;		19.78;		757.36;		-0.15
3972;		182274;		182317;		43;		19.79;		757.39;		-0.49
3973;		182317;		182360;		43;		19.79;		757.39;		-0.49
3974;		182360;		182403;		43;		19.78;		757.24;		1.18
3975;		182403;		182446;		43;		19.79;		757.39;		-0.49
3976;		182446;		182497;		51;		19.79;		757.39;		-0.49
3977;		182497;		182540;		43;		19.79;		757.39;		-0.49
3978;		182540;		182583;		43;		19.79;		757.39;		-0.49
3979;		182583;		182626;		43;		19.78;		757.24;		1.18
3980;		182626;		182681;		55;		19.78;		757.47;		-1.38
3981;		182681;		182724;		43;		19.79;		757.39;		-0.49
3982;		182724;		182767;		43;		19.79;		757.39;		-0.49
3983;		182767;		182810;		43;		19.79;		757.39;		-0.49
3984;		182810;		182853;		43;		19.79;		757.39;		-0.49
3985;		182853;		182904;		51;		19.79;		757.39;		-0.49
3986;		182904;		182965;		61;		19.79;		757.39;		-0.49
3987;		182965;		183008;		43;		19.79;		757.39;		-0.49
3988;		183008;		183051;		43;		19.79;		757.28;		0.74
3989;		183051;		183094;		43;		19.79;		757.39;		-0.49
3990;		183094;		183137;		43;		19.79;		757.28;		0.74
3991;		183137;		183180;		43;		19.79;		757.39;		-0.49
3992;		183180;		183223;		43;		19.79;		757.39;		-0.49
3993;		183223;		183266;		43;		19.79;		757.39;		-0.49
3994;		183266;		183309;		43;		19.79;		757.39;		-0.49
3995;		183309;		183360;		51;		19.79;		757.39;		-0.49
3996;		183360;		183403;		43;		19.79;		757.28;		0.74
3997;		183403;		183457;		54;		19.79;		757.39;		-0.49
3998;		183457;		183500;		43;		19.79;		757.39;		-0.49
3999;		183500;		183543;		43;		19.79;		757.28;		0.74
4000;		183543;		183586;		43;		19.79;		757.39;		-0.49
4001;		183586;		183629;		43;		19.79;		757.39;		-0.49
4002;		183629;		183690;		61;		19.79;		757.39;		-0.49
4003;		183690;		183733;		43;		19.79;		757.39;		-0.49
4004;		183733;		183814;		81;		19.78;		757.36;		-0.15
4005;		183814;		183857;		43;		19.79;		757.28;		0.74
4006;		183857;		183900;		43;		19.78;		757.36;		-0.15
4007;		183900;		183943;		43;		19.79;		757.39;		-0.49
4008;		183943;		183986;		43;		19.79;		757.39;		-0.49
4009;		183986;		184029;		43;		19.79;		757.28;		0.74
4010;		184029;		184072;		43;		19.79;		757.39;		-0.49
4011;		184072;		184115;		43;		19.79;		757.39;		-0.49
4012;		184115;		184158;		43;		19.79;		757.39;		-0.49
4013;		184158;		184201;		43;		19.79;		757.39;		-0.49
4014;		184201;		184264;		63;		19.79;		757.39;		-0.49
4015;		184264;		184307;		43;		19.79;		757.39;		-0.49
4016;		184307;		184350;		43;		19.79;		757.50;		-1.71
4017;		184350;		184393;		43;		19.79;		757.39;		-0.49
4018;		184393;		184436;		43;		19.79;		757.39;		-0.49
4019;		184436;		184496;		60;		19.79;		757.39;		-0.49
4020;		184496;		184539;		43;		19.79;		757.39;		-0.49
4021;		184539;		184582;		43;		19.79;		757.28;		0.74
4022;		184582;		184625;		43;		19.79;		757.39;		-0.49
4023;		184625;		184676;		51;		19.79;		757.39;		-0.49
4024;		184676;		184719;		43;		19.79;		757.39;		-0.49
4025;		184719;		184762;		43;		19.79;		757.39;		-0.49
4026;		184762;		184805;		43;		19.79;		757.39;		-0.49
4027;		184805;		184848;		43;		19.79;		757.28;		0.74
4028;		184848;		184891;		43;		19.79;		757.39;		-0.49
4029;		184891;		184934;		43;		19.79;		757.50;		-1.71
4030;		184934;		184977;		43;		19.79;		757.39;		-0.49
4031;		184977;		185020;		43;		19.79;		757.39;		-0.49
4032;		185020;		185075;		55;		19.79;		757.39;		-0.49
4033;		185075;		185126;		51;		19.79;		757.39;		-0.49
4034;		185126;		185169;		43;		19.79;		757.39;		-0.49
4035;		185169;		185230;		61;		19.79;		757.39;		-0.49
4036;		185230;		185273;		43;		19.79;		757.39;		-0.49
4037;		185273;		185316;		43;		19.79;		757.39;		-0.49
4038;		185316;		185359;		43;		19.79;		757.39;		-0.49
4039;		185359;		185402;		43;		19.79;		757.39;		-0.49
4040;		185402;		185445;		43;		19.79;		757.39;		-0.49
4041;		185445;		185488;		43;		19.79;		757.28;		0.74
4042;		185488;		185539;		51;		19.79;		757.28;		0.74
4043;		185539;		185582;		43;		19.79;		757.39;		-0.49
4044;		185582;		185625;		43;		19.79;		757.39;		-0.49
4045;		185625;		185668;		43;		19.79;		757.28;		0.74
4046;		185668;		185711;		43;		19.79;		757.39;		-0.49
4047;		185711;		185754;		43;		19.79;		757.39;		-0.49
4048;		185754;		185797;		43;		19.79;		757.28;		0.74
4049;		185797;		185851;		54;		19.79;		757.28;		0.74
4050;		185851;		185894;		43;		19.79;		757.28;		0.74
4051;		185894;		185937;		43;		19.79;		757.39;		-0.49
4052;		185937;		186006;		69;		19.79;		757.39;		-0.49
4053;		186006;		186049;		43;		19.79;		757.39;		-0.49
4054;		186049;		186092;		43;		19.79;		757.28;		0.74
4055;		186092;		186135;		43;		19.79;		757.39;		-0.49
4056;		186135;		186178;		43;		19.79;		757.28;		0.74
4057;		186178;		186221;		43;		19.79;		757.39;		-0.49
4058;		186221;		186264;		43;		19.79;		757.28;		0.74
4059;		186264;		186307;		43;		19.79;		757.39;		-0.49
4060;		186307;		186350;		43;		19.79;		757.50;		-1.71
4061;		186350;		186402;		52;		19.79;		757.50;		-1.71
4062;		186402;		186445;		43;		19.79;		757.28;		0.74
4063;		186445;		186488;		43;		19.79;		757.39;		-0.49
4064;		186488;		186531;		43;		19.79;		757.28;		0.74
4065;		186531;		186574;		43;		19.79;		757.39;		-0.49
4066;		186574;		186629;		55;		19.79;		757.39;		-0.49
4067;		186629;		186672;		43;		19.79;		757.39;		-0.49
4068;		186672;		186733;		61;		19.79;		757.39;		-0.49
4069;		186733;		186776;		43;		19.78;		757.36;		-0.15
4070;		186776;		186819;		43;		19.79;		757.39;		-0.49
4071;		186819;		186870;		51;		19.79;		757.28;		0.74
4072;		186870;		186913;		43;		19.79;		757.39;		-0.49
4073;		186913;		186956;		43;		19.79;		757.39;		-0.49
4074;		186956;		186999;		43;		19.79;		757.39;		-0.49
4075;		186999;		187042;		43;		19.79;		757.28;		0.74
4076;		187042;		187085;		43;		19.79;		757.39;		-0.49
4077;		187085;		187128;		43;		19.79;		757.39;		-0.49
4078;		187128;		187171;		43;		19.79;		757.39;		-0.49
4079;		187171;		187214;		43;		19.79;		757.39;		-0.49
4080;		187214;		187264;		50;		19.79;		757.39;		-0.49
4081;		187264;		187307;		43;		19.79;		757.39;		-0.49
4082;		187307;		187350;		43;		19.79;		757.39;		-0.49
4083;		187350;		187405;		55;		19.79;		757.39;		-0.49
4084;		187405;		187448;		43;		19.79;		757.39;		-0.49
4085;		187448;		187508;		60;		19.79;		757.39;		-0.49
4086;		187508;		187551;		43;		19.79;		757.28;		0.74
4087;		187551;		187594;		43;		19.79;		757.28;		0.74
4088;		187594;		187637;		43;		19.79;		757.39;		-0.49
4089;		187637;		187680;		43;		19.79;		757.39;		-0.49
4090;		187680;		187731;		51;		19.79;		757.28;		0.74
4091;		187731;		187774;		43;		19.79;		757.28;		0.74
4092;		187774;		187817;		43;		19.79;		757.39;		-0.49
4093;		187817;		187860;		43;		19.79;		757.39;		-0.49
4094;		187860;		187903;		43;		19.79;		757.28;		0.74
4095;		187903;		187946;		43;		19.79;		757.39;		-0.49
4096;		187946;		187989;		43;		19.79;		757.28;		0.74
4097;		187989;		188032;		43;		19.79;		757.39;		-0.49
4098;		188032;		188075;		43;		19.79;		757.28;		0.74
4099;		188075;		188118;		43;		19.79;		757.28;		0.74
4100;		188118;		188181;		63;		19.79;		757.28;		0.74
4101;		188181;		188241;		60;		19.79;		757.28;		0.74
4102;		188241;		188284;		43;		19.79;		757.39;		-0.49
4103;		188284;		188327;		43;		19.79;		757.28;		0.74
4104;		188327;		188370;		43;		19.79;		757.28;		0.74
4105;		188370;		188413;		43;		19.79;		757.39;		-0.49
4106;		188413;		188456;		43;		19.79;		757.39;		-0.49
4107;		188456;		188499;		43;		19.79;		757.28;		0.74
4108;		188499;		188542;		43;		19.79;		757.50;		-1.71
4109;		188542;		188593;		51;		19.79;		757.39;		-0.49
4110;		188593;		188636;		43;		19.79;		757.28;		0.74
4111;		188636;		188679;		43;		19.79;		757.39;		-0.49
4112;		188679;		188722;		43;		19.79;		757.39;		-0.49
4113;		188722;		188765;		43;		19.79;		757.17;		1.96
4114;		188765;		188808;		43;		19.79;		757.39;		-0.49
4115;		188808;		188851;		43;		19.79;		757.39;		-0.49
4116;		188851;		188894;		43;		19.79;		757.39;		-0.49
4117;		188894;		188937;		43;		19.79;		757.39;		-0.49
4118;		188937;		189025;		88;		19.79;		757.39;		-0.49
4119;		189025;		189076;		51;		19.79;		757.39;		-0.49
4120;		189076;		189119;		43;		19.79;		757.39;		-0.49
4121;		189119;		189162;		43;		19.79;		757.39;		-0.49
4122;		189162;		189205;		43;		19.79;		757.39;		-0.49
4123;		189205;		189248;		43;		19.79;		757.28;		0.74
4124;		189248;		189291;		43;		19.79;		757.39;		-0.49
4125;		189291;		189334;		43;		19.79;		757.39;		-0.49
4126;		189334;		189377;		43;		19.79;		757.39;		-0.49
4127;		189377;		189420;		43;		19.79;		757.39;		-0.49
4128;		189420;		189471;		51;		19.79;		757.39;		-0.49
4129;		189471;		189514;		43;		19.79;		757.28;		0.74
4130;		189514;		189557;		43;		19.79;		757.28;		0.74
4131;		189557;		189600;		43;		19.79;		757.50;		-1.71
4132;		189600;		189643;		43;		19.79;		757.39;		-0.49
4133;		189643;		189686;		43;		19.79;		757.39;		-0.49
4134;		189686;		189758;		72;		19.79;		757.28;		0.74
4135;		189758;		189801;		43;		19.79;		757.28;		0.74
4136;		189801;		189844;		43;		19.79;		757.28;		0.74
4137;		189844;		189887;		43;		19.79;		757.39;		-0.49
4138;		189887;		189938;		51;		19.79;		757.39;		-0.49
4139;		189938;		189981;		43;		19.79;		757.28;		0.74
4140;		189981;		190024;		43;		19.79;		757.39;		-0.49
4141;		190024;		190067;		43;		19.79;		757.39;		-0.49
4142;		190067;		190110;		43;		19.79;		757.28;		0.74
4143;		190110;		190153;		43;		19.79;		757.39;		-0.49
4144;		190153;		190196;		43;		19.79;		757.39;		-0.49
4145;		190196;		190239;		43;		19.79;		757.28;		0.74
4146;		190239;		190282;		43;		19.79;		757.28;		0.74
4147;		190282;		190333;		51;		19.79;		757.39;		-0.49
4148;		190333;		190376;		43;		19.79;		757.39;		-0.49
4149;		190376;		190419;		43;		19.79;		757.39;		-0.49
4150;		190419;		190462;		43;		19.79;		757.39;		-0.49
4151;		190462;		190535;		73;		19.79;		757.39;		-0.49
4152;		190535;		190578;		43;		19.79;		757.39;		-0.49
4153;		190578;		190621;		43;		19.79;		757.39;		-0.49
4154;		190621;		190664;		43;		19.79;		757.39;		-0.49
4155;		190664;		190707;		43;		19.79;		757.39;		-0.49
4156;		190707;		190750;		43;		19.79;		757.39;		-0.49
4157;		190750;		190801;		51;		19.79;		757.39;		-0.49
4158;		190801;		190844;		43;		19.79;		757.39;		-0.49
4159;		190844;		190887;		43;		19.79;		757.39;		-0.49
4160;		190887;		190930;		43;		19.79;		757.28;		0.74
4161;		190930;		190973;		43;		19.79;		757.28;		0.74
4162;		190973;		191016;		43;		19.79;		757.39;		-0.49
4163;		191016;		191059;		43;		19.79;		757.39;		-0.49
4164;		191059;		191102;		43;		19.79;		757.39;		-0.49
4165;		191102;		191145;		43;		19.79;		757.17;		1.96
4166;		191145;		191196;		51;		19.79;		757.39;		-0.49
4167;		191196;		191257;		61;		19.79;		757.28;		0.74
4168;		191257;		191312;		55;		19.79;		757.39;		-0.49
4169;		191312;		191355;		43;		19.79;		757.39;		-0.49
4170;		191355;		191398;		43;		19.79;		757.39;		-0.49
4171;		191398;		191441;		43;		19.79;		757.39;		-0.49
4172;		191441;		191484;		43;		19.79;		757.28;		0.74
4173;		191484;		191527;		43;		19.79;		757.39;		-0.49
4174;		191527;		191570;		43;		19.79;		757.39;		-0.49
4175;		191570;		191613;		43;		19.79;		757.39;		-0.49
4176;		191613;		191693;		80;		19.79;		757.39;		-0.49
4177;		191693;		191736;		43;		19.79;		757.39;		-0.49
4178;		191736;		191779;		43;		19.79;		757.28;		0.74
4179;		191779;		191822;		43;		19.79;		757.28;		0.74
4180;		191822;		191865;		43;		19.79;		757.39;		-0.49
4181;		191865;		191908;		43;		19.79;		757.39;		-0.49
4182;		191908;		191951;		43;		19.79;		757.28;		0.74
4183;		191951;		191994;		43;		19.79;		757.39;		-0.49
4184;		191994;		192055;		61;		19.79;		757.28;		0.74
4185;		192055;		192117;		62;		19.79;		757.28;		0.74
4186;		192117;		192160;		43;		19.79;		757.28;		0.74
4187;		192160;		192203;		43;		19.79;		757.39;		-0.49
4188;		192203;		192246;		43;		19.79;		757.39;		-0.49
4189;		192246;		192289;		43;		19.79;		757.28;		0.74
4190;		192289;		192332;		43;		19.79;		757.39;		-0.49
4191;		192332;		192375;		43;		19.79;		757.28;		0.74
4192;		192375;		192418;		43;		19.79;		757.39;		-0.49
4193;		192418;		192461;		43;		19.79;		757.39;		-0.49
4194;		192461;		192504;		43;		19.79;		757.28;		0.74
4195;		192504;		192555;		51;		19.81;		757.31;		0.40
4196;		192555;		192598;		43;		19.79;		757.28;		0.74
4197;		192598;		192641;		43;		19.79;		757.28;		0.74
4198;		192641;		192684;		43;		19.79;		757.39;		-0.49
4199;		192684;		192727;		43;		19.79;		757.28;		0.74
4200;		192727;		192788;		61;		19.79;		757.39;		-0.49
4201;		192788;		192831;		43;		19.81;		757.42;		-0.82
4202;		192831;		192874;		43;		19.79;		757.28;		0.74
4203;		192874;		192929;		55;		19.81;		757.42;		-0.82
4204;		192929;		192972;		43;		19.79;		757.28;		0.74
4205;		192972;		193011;		39;		19.79;		757.39;		-0.49
4206;		193011;		193054;		43;		19.81;		757.31;		0.40
4207;		193054;		193097;		43;		19.81;		757.42;		-0.82
4208;		193097;		193140;		43;		19.81;		757.31;		0.40
4209;		193140;		193183;		43;		19.79;		757.39;		-0.49
4210;		193183;		193226;		43;		19.81;		757.31;		0.40
4211;		193226;		193269;		43;		19.79;		757.39;		-0.49
4212;		193269;		193312;		43;		19.79;		757.28;		0.74
4213;		193312;		193355;		43;		19.81;		757.42;		-0.82
4214;		193355;		193406;		51;		19.79;		757.28;		0.74
4215;		193406;		193449;		43;		19.79;		757.28;		0.74
4216;		193449;		193492;		43;		19.81;		757.42;		-0.82
4217;		193492;		193553;		61;		19.79;		757.39;		-0.49
4218;		193553;		193596;		43;		19.79;		757.39;		-0.49
4219;		193596;		193639;		43;		19.79;		757.28;		0.74
4220;		193639;		193694;		55;		19.79;		757.39;		-0.49
4221;		193694;		193737;		43;		19.79;		757.28;		0.74
4222;		193737;		193780;		43;		19.79;		757.39;		-0.49
4223;		193780;		193823;		43;		19.79;		757.39;		-0.49
4224;		193823;		193887;		64;		19.81;		757.31;		0.40
4225;		193887;		193930;		43;		19.81;		757.42;		-0.82
4226;		193930;		193973;		43;		19.81;		757.31;		0.40
4227;		193973;		194016;		43;		19.79;		757.28;		0.74
4228;		194016;		194059;		43;		19.81;		757.42;		-0.82
4229;		194059;		194102;		43;		19.81;		757.31;		0.40
4230;		194102;		194145;		43;		19.81;		757.31;		0.40
4231;		194145;		194188;		43;		19.81;		757.31;		0.40
4232;		194188;		194231;		43;		19.81;		757.31;		0.40
4233;		194231;		194282;		51;		19.79;		757.39;		-0.49
4234;		194282;		194342;		60;		19.81;		757.42;		-0.82
4235;		194342;		194385;		43;		19.81;		757.42;		-0.82
4236;		194385;		194428;		43;		19.79;		757.28;		0.74
4237;		194428;		194482;		54;		19.79;		757.39;		-0.49
4238;		194482;		194525;		43;		19.79;		757.28;		0.74
4239;		194525;		194568;		43;		19.79;		757.39;		-0.49
4240;		194568;		194611;		43;		19.79;		757.39;		-0.49
4241;		194611;		194654;		43;		19.79;		757.39;		-0.49
4242;		194654;		194697;		43;		19.81;		757.42;		-0.82
4243;		194697;		194748;		51;		19.79;		757.39;		-0.49
4244;		194748;		194791;		43;		19.79;		757.28;		0.74
4245;		194791;		194834;		43;		19.81;		757.42;		-0.82
4246;		194834;		194877;		43;		19.79;		757.28;		0.74
4247;		194877;		194920;		43;		19.81;		757.42;		-0.82
4248;		194920;		194963;		43;		19.81;		757.31;		0.40
4249;		194963;		195006;		43;		19.81;		757.42;		-0.82
4250;		195006;		195067;		61;		19.81;		757.31;		0.40
4251;		195067;		195110;		43;		19.81;		757.31;		0.40
4252;		195110;		195161;		51;		19.81;		757.31;		0.40
4253;		195161;		195204;		43;		19.81;		757.31;		0.40
4254;		195204;		195259;		55;		19.81;		757.31;		0.40
4255;		195259;		195302;		43;		19.81;		757.31;		0.40
4256;		195302;		195345;		43;		19.79;		757.28;		0.74
4257;		195345;		195388;		43;		19.81;		757.42;		-0.82
4258;		195388;		195431;		43;		19.81;		757.31;		0.40
4259;		195431;		195474;		43;		19.79;		757.39;		-0.49
4260;		195474;		195517;		43;		19.79;		757.28;		0.74
4261;		195517;		195560;		43;		19.81;		757.31;		0.40
4262;		195560;		195611;		51;		19.81;		757.31;		0.40
4263;		195611;		195654;		43;		19.81;		757.31;		0.40
4264;		195654;		195697;		43;		19.79;		757.39;		-0.49
4265;		195697;		195740;		43;		19.81;		757.42;		-0.82
4266;		195740;		195783;		43;		19.81;		757.31;		0.40
4267;		195783;		195844;		61;		19.79;		757.28;		0.74
4268;		195844;		195887;		43;		19.81;		757.42;		-0.82
4269;		195887;		195930;		43;		19.81;		757.42;		-0.82
4270;		195930;		195973;		43;		19.79;		757.39;		-0.49
4271;		195973;		196016;		43;		19.81;		757.42;		-0.82
4272;		196016;		196079;		63;		19.79;		757.39;		-0.49
4273;		196079;		196122;		43;		19.79;		757.28;		0.74
4274;		196122;		196165;		43;		19.79;		757.28;		0.74
4275;		196165;		196208;		43;		19.79;		757.28;		0.74
4276;		196208;		196251;		43;		19.81;		757.31;		0.40
4277;		196251;		196294;		43;		19.81;		757.31;		0.40
4278;		196294;		196337;		43;		19.79;		757.39;		-0.49
4279;		196337;		196380;		43;		19.79;		757.28;		0.74
4280;		196380;		196423;		43;		19.81;		757.42;		-0.82
4281;		196423;		196474;		51;		19.81;		757.31;		0.40
4282;		196474;		196517;		43;		19.81;		757.42;		-0.82
4283;		196517;		196577;		60;		19.79;		757.39;		-0.49
4284;		196577;		196620;		43;		19.79;		757.39;		-0.49
4285;		196620;		196663;		43;		19.81;		757.31;		0.40
4286;		196663;		196706;		43;		19.79;		757.28;		0.74
4287;		196706;		196749;		43;		19.81;		757.31;		0.40
4288;		196749;		196792;		43;		19.79;		757.28;		0.74
4289;		196792;		196847;		55;		19.79;		757.28;		0.74
4290;		196847;		196890;		43;		19.79;		757.28;		0.74
4291;		196890;		196941;		51;		19.79;		757.39;		-0.49
4292;		196941;		196984;		43;		19.79;		757.28;		0.74
4293;		196984;		197027;		43;		19.81;		757.31;		0.40
4294;		197027;		197070;		43;		19.79;		757.39;		-0.49
4295;		197070;		197113;		43;		19.79;		757.39;		-0.49
4296;		197113;		197156;		43;		19.81;		757.42;		-0.82
4297;		197156;		197199;		43;		19.81;		757.31;		0.40
4298;		197199;		197242;		43;		19.81;		757.42;		-0.82
4299;		197242;		197285;		43;		19.81;		757.31;		0.40
4300;		197285;		197370;		85;		19.81;		757.31;		0.40
4301;		197370;		197413;		43;		19.79;		757.28;		0.74
4302;		197413;		197456;		43;		19.81;		757.31;		0.40
4303;		197456;		197499;		43;		19.79;		757.39;		-0.49
4304;		197499;		197542;		43;		19.81;		757.42;		-0.82
4305;		197542;		197585;		43;		19.81;		757.31;		0.40
4306;		197585;		197640;		55;		19.81;		757.42;		-0.82
4307;		197640;		197683;		43;		19.81;		757.31;		0.40
4308;		197683;		197726;		43;		19.81;		757.31;		0.40
4309;		197726;		197769;		43;		19.81;		757.31;		0.40
4310;		197769;		197820;		51;		19.81;		757.42;		-0.82
4311;		197820;		197863;		43;		19.79;		757.28;		0.74
4312;		197863;		197906;		43;		19.81;		757.42;		-0.82
4313;		197906;		197949;		43;		19.81;		757.31;		0.40
4314;		197949;		197992;		43;		19.79;		757.28;		0.74
4315;		197992;		198035;		43;		19.81;		757.42;		-0.82
4316;		198035;		198095;		60;		19.81;		757.31;		0.40
4317;		198095;		198138;		43;		19.81;		757.31;		0.40
4318;		198138;		198181;		43;		19.81;		757.42;		-0.82
4319;		198181;		198232;		51;		19.79;		757.28;		0.74
4320;		198232;		198275;		43;		19.81;		757.31;		0.40
4321;		198275;		198318;		43;		19.81;		757.31;		0.40
4322;		198318;		198361;		43;		19.79;		757.39;		-0.49
4323;		198361;		198416;		55;		19.81;		757.42;		-0.82
4324;		198416;		198459;		43;		19.81;		757.31;		0.40
4325;		198459;		198502;		43;		19.81;		757.31;		0.40
4326;		198502;		198545;		43;		19.81;		757.31;		0.40
4327;		198545;		198588;		43;		19.81;		757.42;		-0.82
4328;		198588;		198631;		43;		19.81;		757.42;		-0.82
4329;		198631;		198682;		51;		19.81;		757.31;		0.40
4330;		198682;		198725;		43;		19.81;		757.31;		0.40
4331;		198725;		198768;		43;		19.79;		757.39;		-0.49
4332;		198768;		198811;		43;		19.81;		757.42;		-0.82
4333;		198811;		198872;		61;		19.81;		757.42;		-0.82
4334;		198872;		198915;		43;		19.81;		757.42;		-0.82
4335;		198915;		198958;		43;		19.81;		757.42;		-0.82
4336;		198958;		199001;		43;		19.79;		757.17;		1.96
4337;		199001;		199044;		43;		19.79;		757.28;		0.74
4338;		199044;		199087;		43;		19.81;		757.42;		-0.82
4339;		199087;		199168;		81;		19.81;		757.31;		0.40
4340;		199168;		199222;		54;		19.79;		757.39;		-0.49
4341;		199222;		199265;		43;		19.81;		757.31;		0.40
4342;		199265;		199308;		43;		19.79;		757.39;		-0.49
4343;		199308;		199351;		43;		19.81;		757.42;		-0.82
4344;		199351;		199394;		43;		19.81;		757.42;		-0.82
4345;		199394;		199437;		43;		19.81;		757.42;		-0.82
4346;		199437;		199480;		43;		19.81;		757.53;		-2.05
4347;		199480;		199523;		43;		19.81;		757.31;		0.40
4348;		199523;		199574;		51;		19.81;		757.42;		-0.82
4349;		199574;		199635;		61;		19.79;		757.28;		0.74
4350;		199635;		199678;		43;		19.81;		757.42;		-0.82
4351;		199678;		199721;		43;		19.81;		757.42;		-0.82
4352;		199721;		199764;		43;		19.79;		757.39;		-0.49
4353;		199764;		199807;		43;		19.81;		757.31;		0.40
4354;		199807;		199850;		43;		19.81;		757.31;		0.40
4355;		199850;		199893;		43;		19.81;		757.31;		0.40
4356;		199893;		199936;		43;		19.81;		757.42;		-0.82
4357;		199936;		199990;		54;		19.81;		757.31;		0.40
4358;		199990;		200041;		51;		19.81;		757.42;		-0.82
4359;		200041;		200084;		43;		19.81;		757.42;		-0.82
4360;		200084;		200127;		43;		19.81;		757.42;		-0.82
4361;		200127;		200170;		43;		19.81;		757.42;		-0.82
4362;		200170;		200213;		43;		19.81;		757.31;		0.40
4363;		200213;		200256;		43;		19.81;		757.31;		0.40
4364;		200256;		200299;		43;		19.81;		757.42;		-0.82
4365;		200299;		200342;		43;		19.81;		757.42;		-0.82
4366;		200342;		200403;		61;		19.81;		757.42;		-0.82
4367;		200403;		200454;		51;		19.81;		757.31;		0.40
4368;		200454;		200497;		43;		19.79;		757.17;		1.96
4369;		200497;		200540;		43;		19.81;		757.31;		0.40
4370;		200540;		200583;		43;		19.81;		757.31;		0.40
4371;		200583;		200626;		43;		19.81;		757.42;		-0.82
4372;		200626;		200669;		43;		19.81;		757.31;		0.40
4373;		200669;		200712;		43;		19.81;		757.31;		0.40
4374;		200712;		200766;		54;		19.81;		757.42;		-0.82
4375;		200766;		200809;		43;		19.81;		757.42;		-0.82
4376;		200809;		200852;		43;		19.81;		757.42;		-0.82
4377;		200852;		200903;		51;		19.81;		757.42;		-0.82
4378;		200903;		200946;		43;		19.81;		757.42;		-0.82
4379;		200946;		200989;		43;		19.81;		757.31;		0.40
4380;		200989;		201032;		43;		19.81;		757.42;		-0.82
4381;		201032;		201075;		43;		19.81;		757.31;		0.40
4382;		201075;		201136;		61;		19.81;		757.42;		-0.82
4383;		201136;		201179;		43;		19.81;		757.31;		0.40
4384;		201179;		201222;		43;		19.81;		757.31;		0.40
4385;		201222;		201265;		43;		19.81;		757.31;		0.40
4386;		201265;		201315;		50;		19.81;		757.31;		0.40
4387;		201315;		201358;		43;		19.81;		757.42;		-0.82
4388;		201358;		201401;		43;		19.81;		757.31;		0.40
4389;		201401;		201444;		43;		19.81;		757.31;		0.40
4390;		201444;		201487;		43;		19.81;		757.31;		0.40
4391;		201487;		201530;		43;		19.81;		757.42;		-0.82
4392;		201530;		201585;		55;		19.81;		757.42;		-0.82
4393;		201585;		201628;		43;		19.81;		757.31;		0.40
4394;		201628;		201671;		43;		19.81;		757.42;		-0.82
4395;		201671;		201714;		43;		19.81;		757.42;		-0.82
4396;		201714;		201765;		51;		19.81;		757.31;		0.40
4397;		201765;		201808;		43;		19.81;		757.42;		-0.82
4398;		201808;		201851;		43;		19.81;		757.42;		-0.82
4399;		201851;		201912;		61;		19.81;		757.31;		0.40
4400;		201912;		201955;		43;		19.81;		757.31;		0.40
4401;		201955;		201998;		43;		19.81;		757.31;		0.40
4402;		201998;		202041;		43;		19.81;		757.42;		-0.82
4403;		202041;		202084;		43;		19.81;		757.31;		0.40
4404;		202084;		202127;		43;		19.81;		757.31;		0.40
4405;		202127;		202170;		43;		19.81;		757.42;		-0.82
4406;		202170;		202221;		51;		19.81;		757.42;		-0.82
4407;		202221;		202264;		43;		19.81;		757.42;		-0.82
4408;		202264;		202307;		43;		19.81;		757.42;		-0.82
4409;		202307;		202361;		54;		19.81;		757.31;		0.40
4410;		202361;		202404;		43;		19.81;		757.42;		-0.82
4411;		202404;		202447;		43;		19.81;		757.31;		0.40
4412;		202447;		202490;		43;		19.81;		757.42;		-0.82
4413;		202490;		202533;		43;		19.81;		757.31;		0.40
4414;		202533;		202576;		43;		19.81;		757.31;		0.40
4415;		202576;		202644;		68;		19.81;		757.31;		0.40
4416;		202644;		202687;		43;		19.81;		757.42;		-0.82
4417;		202687;		202730;		43;		19.81;		757.31;		0.40
4418;		202730;		202773;		43;		19.81;		757.20;		1.63
4419;		202773;		202816;		43;		19.81;		757.31;		0.40
4420;		202816;		202859;		43;		19.81;		757.31;		0.40
4421;		202859;		202902;		43;		19.81;		757.31;		0.40
4422;		202902;		202945;		43;		19.81;		757.42;		-0.82
4423;		202945;		202988;		43;		19.81;		757.31;		0.40
4424;		202988;		203031;		43;		19.81;		757.31;		0.40
4425;		203031;		203082;		51;		19.81;		757.31;		0.40
4426;		203082;		203136;		54;		19.81;		757.42;		-0.82
4427;		203136;		203179;		43;		19.81;		757.42;		-0.82
4428;		203179;		203222;		43;		19.81;		757.31;		0.40
4429;		203222;		203265;		43;		19.81;		757.42;		-0.82
4430;		203265;		203308;		43;		19.81;		757.42;		-0.82
