0;	0;	6706;	6706;	21.01;	755.68;	0.68
3993;	182425;	182480;	55;	21.26;	756.15;	-4.57
3994;	182480;	182523;	43;	21.26;	756.15;	-4.57
3995;	182523;	182566;	43;	21.26;	756.15;	-4.57
3996;	182566;	182609;	43;	21.26;	756.15;	-4.57
3997;	182609;	182652;	43;	21.26;	756.15;	-4.57
3998;	182652;	182703;	51;	21.26;	756.15;	-4.57
3999;	182703;	182746;	43;	21.26;	756.15;	-4.57
4000;	182746;	182789;	43;	21.26;	756.03;	-3.23
4001;	182789;	182832;	43;	21.26;	756.03;	-3.23
4002;	182832;	182875;	43;	21.26;	756.03;	-3.23
4003;	182875;	182936;	61;	21.26;	756.03;	-3.23
4004;	182936;	182979;	43;	21.26;	756.15;	-4.57
4005;	182979;	183022;	43;	21.26;	756.15;	-4.57
4006;	183022;	183065;	43;	21.24;	756.11;	-4.12
4007;	183065;	183108;	43;	21.26;	756.15;	-4.57
4008;	183108;	183151;	43;	21.26;	756.15;	-4.57
4009;	183151;	183215;	64;	21.26;	756.15;	-4.57
4010;	183215;	183270;	55;	21.26;	756.03;	-3.23
4011;	183270;	183313;	43;	21.26;	756.15;	-4.57
4012;	183313;	183356;	43;	21.26;	756.15;	-4.57
4013;	183356;	183399;	43;	21.26;	756.15;	-4.57
4014;	183399;	183442;	43;	21.26;	756.15;	-4.57
4015;	183442;	183485;	43;	21.26;	756.15;	-4.57
4016;	183485;	183528;	43;	21.26;	756.26;	-5.80
4017;	183528;	183571;	43;	21.26;	756.15;	-4.57
4018;	183571;	183614;	43;	21.26;	756.15;	-4.57
4019;	183614;	183674;	60;	21.26;	756.03;	-3.23
4020;	183674;	183725;	51;	21.26;	756.15;	-4.57
4021;	183725;	183768;	43;	21.26;	756.03;	-3.23
4022;	183768;	183811;	43;	21.26;	756.15;	-4.57
4023;	183811;	183854;	43;	21.26;	756.03;	-3.23
4024;	183854;	183897;	43;	21.26;	756.15;	-4.57
4025;	183897;	183940;	43;	21.26;	756.15;	-4.57
4026;	183940;	183983;	43;	21.26;	756.15;	-4.57
4027;	183983;	184037;	54;	21.26;	756.15;	-4.57
4028;	184037;	184080;	43;	21.26;	756.15;	-4.57
4029;	184080;	184123;	43;	21.26;	756.15;	-4.57
4030;	184123;	184174;	51;	21.26;	756.15;	-4.57
4031;	184174;	184217;	43;	21.26;	756.03;	-3.23
4032;	184217;	184260;	43;	21.26;	756.15;	-4.57
4033;	184260;	184303;	43;	21.26;	756.15;	-4.57
4034;	184303;	184346;	43;	21.26;	756.03;	-3.23
4035;	184346;	184389;	43;	21.26;	756.15;	-4.57
4036;	184389;	184450;	61;	21.26;	756.03;	-3.23
4037;	184450;	184493;	43;	21.24;	756.00;	-2.90
4038;	184493;	184536;	43;	21.26;	756.15;	-4.57
4039;	184536;	184579;	43;	21.26;	756.15;	-4.57
4040;	184579;	184622;	43;	21.24;	756.11;	-4.12
4041;	184622;	184706;	84;	21.26;	756.15;	-4.57
4042;	184706;	184749;	43;	21.26;	756.03;	-3.23
4043;	184749;	184792;	43;	21.26;	756.15;	-4.57
4044;	184792;	184847;	55;	21.26;	756.15;	-4.57
4045;	184847;	184890;	43;	21.26;	756.15;	-4.57
4046;	184890;	184933;	43;	21.26;	756.03;	-3.23
4047;	184933;	184976;	43;	21.26;	756.15;	-4.57
4048;	184976;	185019;	43;	21.26;	756.15;	-4.57
4049;	185019;	185062;	43;	21.26;	756.15;	-4.57
4050;	185062;	185105;	43;	21.26;	756.03;	-3.23
4051;	185105;	185148;	43;	21.26;	756.15;	-4.57
4052;	185148;	185232;	84;	21.26;	756.15;	-4.57
4053;	185232;	185275;	43;	21.26;	756.15;	-4.57
4054;	185275;	185318;	43;	21.26;	756.15;	-4.57
4055;	185318;	185361;	43;	21.26;	756.03;	-3.23
4056;	185361;	185404;	43;	21.26;	756.03;	-3.23
4057;	185404;	185447;	43;	21.26;	756.15;	-4.57
4058;	185447;	185490;	43;	21.26;	756.15;	-4.57
4059;	185490;	185533;	43;	21.26;	756.03;	-3.23
4060;	185533;	185576;	43;	21.26;	756.03;	-3.23
4061;	185576;	185619;	43;	21.26;	756.15;	-4.57
4062;	185619;	185682;	63;	21.26;	756.15;	-4.57
4063;	185682;	185725;	43;	21.27;	756.18;	-4.91
4064;	185725;	185768;	43;	21.26;	756.15;	-4.57
4065;	185768;	185811;	43;	21.26;	756.15;	-4.57
4066;	185811;	185854;	43;	21.26;	756.15;	-4.57
4067;	185854;	185897;	43;	21.26;	756.15;	-4.57
4068;	185897;	185940;	43;	21.26;	756.15;	-4.57
4069;	185940;	186001;	61;	21.26;	756.15;	-4.57
4070;	186001;	186044;	43;	21.26;	756.15;	-4.57
4071;	186044;	186087;	43;	21.26;	756.15;	-4.57
4072;	186087;	186130;	43;	21.26;	756.15;	-4.57
4073;	186130;	186181;	51;	21.26;	756.15;	-4.57
4074;	186181;	186224;	43;	21.26;	756.15;	-4.57
4075;	186224;	186267;	43;	21.26;	756.15;	-4.57
4076;	186267;	186310;	43;	21.26;	756.15;	-4.57
4077;	186310;	186353;	43;	21.26;	756.15;	-4.57
4078;	186353;	186396;	43;	21.26;	756.15;	-4.57
4079;	186396;	186451;	55;	21.26;	756.03;	-3.23
4080;	186451;	186494;	43;	21.26;	756.15;	-4.57
4081;	186494;	186537;	43;	21.26;	756.15;	-4.57
4082;	186537;	186580;	43;	21.26;	756.15;	-4.57
4083;	186580;	186623;	43;	21.26;	756.03;	-3.23
4084;	186623;	186674;	51;	21.26;	756.15;	-4.57
4085;	186674;	186735;	61;	21.26;	756.26;	-5.80
4086;	186735;	186778;	43;	21.26;	756.15;	-4.57
4087;	186778;	186821;	43;	21.26;	756.15;	-4.57
4088;	186821;	186864;	43;	21.26;	756.15;	-4.57
4089;	186864;	186907;	43;	21.26;	756.15;	-4.57
4090;	186907;	186950;	43;	21.26;	756.03;	-3.23
4091;	186950;	186993;	43;	21.26;	756.15;	-4.57
4092;	186993;	187036;	43;	21.26;	756.15;	-4.57
4093;	187036;	187079;	43;	21.26;	756.15;	-4.57
4094;	187079;	187130;	51;	21.26;	756.15;	-4.57
4095;	187130;	187173;	43;	21.26;	756.15;	-4.57
4096;	187173;	187228;	55;	21.26;	756.15;	-4.57
4097;	187228;	187271;	43;	21.26;	756.03;	-3.23
4098;	187271;	187314;	43;	21.26;	756.26;	-5.80
4099;	187314;	187357;	43;	21.26;	756.15;	-4.57
4100;	187357;	187400;	43;	21.26;	756.03;	-3.23
4101;	187400;	187443;	43;	21.26;	756.03;	-3.23
4102;	187443;	187504;	61;	21.24;	756.00;	-2.90
4103;	187504;	187547;	43;	21.26;	756.15;	-4.57
4104;	187547;	187590;	43;	21.24;	756.11;	-4.12
4105;	187590;	187641;	51;	21.26;	756.15;	-4.57
4106;	187641;	187684;	43;	21.26;	756.26;	-5.80
4107;	187684;	187727;	43;	21.24;	756.11;	-4.12
4108;	187727;	187770;	43;	21.26;	756.15;	-4.57
4109;	187770;	187813;	43;	21.24;	756.11;	-4.12
4110;	187813;	187856;	43;	21.26;	756.15;	-4.57
4111;	187856;	187899;	43;	21.24;	756.00;	-2.90
4112;	187899;	187942;	43;	21.24;	756.00;	-2.90
4113;	187942;	187996;	54;	21.24;	756.11;	-4.12
4114;	187996;	188039;	43;	21.26;	756.15;	-4.57
4115;	188039;	188082;	43;	21.24;	756.23;	-5.46
4116;	188082;	188133;	51;	21.24;	756.11;	-4.12
4117;	188133;	188176;	43;	21.24;	756.11;	-4.12
4118;	188176;	188237;	61;	21.24;	756.11;	-4.12
4119;	188237;	188280;	43;	21.24;	756.23;	-5.46
4120;	188280;	188323;	43;	21.22;	756.19;	-5.02
4121;	188323;	188366;	43;	21.24;	756.23;	-5.46
4122;	188366;	188409;	43;	21.24;	756.23;	-5.46
4123;	188409;	188452;	43;	21.24;	756.11;	-4.12
4124;	188452;	188495;	43;	21.24;	756.11;	-4.12
4125;	188495;	188538;	43;	21.22;	756.08;	-3.79
4126;	188538;	188589;	51;	21.24;	756.11;	-4.12
4127;	188589;	188632;	43;	21.24;	756.11;	-4.12
4128;	188632;	188675;	43;	21.22;	756.08;	-3.79
4129;	188675;	188718;	43;	21.24;	756.23;	-5.46
4130;	188718;	188772;	54;	21.22;	756.19;	-5.02
4131;	188772;	188815;	43;	21.22;	756.19;	-5.02
4132;	188815;	188858;	43;	21.22;	756.19;	-5.02
4133;	188858;	188901;	43;	21.22;	756.19;	-5.02
4134;	188901;	188944;	43;	21.22;	756.19;	-5.02
4135;	188944;	189004;	60;	21.22;	756.08;	-3.79
4136;	189004;	189047;	43;	21.22;	756.19;	-5.02
4137;	189047;	189098;	51;	21.22;	756.08;	-3.79
4138;	189098;	189141;	43;	21.22;	756.08;	-3.79
4139;	189141;	189184;	43;	21.22;	756.08;	-3.79
4140;	189184;	189227;	43;	21.22;	756.08;	-3.79
4141;	189227;	189270;	43;	21.22;	756.08;	-3.79
4142;	189270;	189313;	43;	21.22;	756.08;	-3.79
4143;	189313;	189356;	43;	21.22;	756.08;	-3.79
4144;	189356;	189399;	43;	21.22;	756.19;	-5.02
4145;	189399;	189442;	43;	21.22;	756.08;	-3.79
4146;	189442;	189485;	43;	21.22;	756.08;	-3.79
4147;	189485;	189528;	43;	21.22;	756.08;	-3.79
4148;	189528;	189591;	63;	21.22;	756.19;	-5.02
4149;	189591;	189634;	43;	21.22;	756.19;	-5.02
4150;	189634;	189677;	43;	21.22;	756.08;	-3.79
4151;	189677;	189738;	61;	21.22;	756.08;	-3.79
4152;	189738;	189781;	43;	21.22;	756.19;	-5.02
4153;	189781;	189824;	43;	21.22;	756.19;	-5.02
4154;	189824;	189867;	43;	21.22;	756.19;	-5.02
4155;	189867;	189910;	43;	21.22;	756.08;	-3.79
4156;	189910;	189953;	43;	21.22;	756.19;	-5.02
4157;	189953;	189996;	43;	21.22;	756.08;	-3.79
4158;	189996;	190047;	51;	21.22;	756.19;	-5.02
4159;	190047;	190090;	43;	21.22;	756.19;	-5.02
4160;	190090;	190133;	43;	21.22;	756.19;	-5.02
4161;	190133;	190176;	43;	21.22;	756.19;	-5.02
4162;	190176;	190219;	43;	21.22;	756.19;	-5.02
4163;	190219;	190262;	43;	21.20;	756.16;	-4.68
4164;	190262;	190305;	43;	21.20;	756.05;	-3.45
4165;	190305;	190359;	54;	21.22;	756.08;	-3.79
4166;	190359;	190402;	43;	21.22;	756.19;	-5.02
4167;	190402;	190445;	43;	21.20;	756.05;	-3.45
4168;	190445;	190506;	61;	21.20;	756.16;	-4.68
4169;	190506;	190557;	51;	21.20;	756.16;	-4.68
4170;	190557;	190600;	43;	21.22;	756.19;	-5.02
4171;	190600;	190643;	43;	21.20;	756.16;	-4.68
4172;	190643;	190686;	43;	21.20;	756.16;	-4.68
4173;	190686;	190729;	43;	21.20;	756.05;	-3.45
4174;	190729;	190772;	43;	21.20;	756.05;	-3.45
4175;	190772;	190815;	43;	21.20;	756.16;	-4.68
4176;	190815;	190858;	43;	21.20;	756.16;	-4.68
4177;	190858;	190901;	43;	21.20;	756.16;	-4.68
4178;	190901;	190944;	43;	21.22;	756.19;	-5.02
4179;	190944;	190987;	43;	21.20;	756.05;	-3.45
4180;	190987;	191038;	51;	21.22;	756.08;	-3.79
4181;	191038;	191081;	43;	21.20;	756.16;	-4.68
4182;	191081;	191135;	54;	21.20;	756.16;	-4.68
4183;	191135;	191178;	43;	21.20;	756.16;	-4.68
4184;	191178;	191239;	61;	21.20;	756.16;	-4.68
4185;	191239;	191282;	43;	21.20;	756.05;	-3.45
4186;	191282;	191325;	43;	21.20;	756.16;	-4.68
4187;	191325;	191368;	43;	21.20;	756.16;	-4.68
4188;	191368;	191411;	43;	21.20;	756.16;	-4.68
4189;	191411;	191454;	43;	21.20;	756.05;	-3.45
4190;	191454;	191538;	84;	21.20;	756.05;	-3.45
4191;	191538;	191581;	43;	21.20;	756.05;	-3.45
4192;	191581;	191624;	43;	21.20;	756.16;	-4.68
4193;	191624;	191667;	43;	21.20;	756.16;	-4.68
4194;	191667;	191710;	43;	21.20;	756.16;	-4.68
4195;	191710;	191753;	43;	21.20;	756.05;	-3.45
4196;	191753;	191796;	43;	21.20;	756.16;	-4.68
4197;	191796;	191839;	43;	21.20;	756.05;	-3.45
4198;	191839;	191882;	43;	21.20;	756.16;	-4.68
4199;	191882;	191937;	55;	21.20;	756.16;	-4.68
4200;	191937;	191980;	43;	21.20;	756.05;	-3.45
4201;	191980;	192049;	69;	21.20;	756.16;	-4.68
4202;	192049;	192092;	43;	21.20;	756.16;	-4.68
4203;	192092;	192135;	43;	21.22;	756.08;	-3.79
4204;	192135;	192178;	43;	21.20;	756.16;	-4.68
4205;	192178;	192221;	43;	21.20;	756.05;	-3.45
4206;	192221;	192264;	43;	21.20;	756.05;	-3.45
4207;	192264;	192307;	43;	21.22;	756.19;	-5.02
4208;	192307;	192350;	43;	21.20;	756.16;	-4.68
4209;	192350;	192393;	43;	21.20;	756.16;	-4.68
4210;	192393;	192436;	43;	21.20;	756.16;	-4.68
4211;	192436;	192479;	43;	21.22;	756.19;	-5.02
4212;	192479;	192530;	51;	21.20;	756.16;	-4.68
4213;	192530;	192573;	43;	21.20;	756.16;	-4.68
4214;	192573;	192616;	43;	21.20;	756.16;	-4.68
4215;	192616;	192659;	43;	21.20;	756.05;	-3.45
4216;	192659;	192739;	80;	21.20;	756.05;	-3.45
4217;	192739;	192816;	77;	21.20;	756.05;	-3.45
4218;	192816;	192859;	43;	21.20;	756.05;	-3.45
4219;	192859;	192902;	43;	21.20;	756.16;	-4.68
4220;	192902;	192945;	43;	21.19;	756.01;	-3.01
4221;	192945;	192988;	43;	21.20;	756.05;	-3.45
4222;	192988;	193039;	51;	21.19;	756.13;	-4.35
4223;	193039;	193082;	43;	21.20;	756.16;	-4.68
4224;	193082;	193125;	43;	21.20;	756.16;	-4.68
4225;	193125;	193168;	43;	21.20;	756.16;	-4.68
4226;	193168;	193211;	43;	21.20;	756.16;	-4.68
4227;	193211;	193254;	43;	21.20;	756.16;	-4.68
4228;	193254;	193297;	43;	21.20;	756.16;	-4.68
4229;	193297;	193340;	43;	21.19;	756.01;	-3.01
4230;	193340;	193383;	43;	21.20;	756.05;	-3.45
4231;	193383;	193426;	43;	21.20;	756.16;	-4.68
4232;	193426;	193469;	43;	21.20;	756.16;	-4.68
4233;	193469;	193532;	63;	21.20;	756.16;	-4.68
4234;	193532;	193593;	61;	21.20;	756.16;	-4.68
4235;	193593;	193636;	43;	21.20;	756.16;	-4.68
4236;	193636;	193679;	43;	21.20;	756.16;	-4.68
4237;	193679;	193722;	43;	21.20;	756.16;	-4.68
4238;	193722;	193765;	43;	21.20;	756.16;	-4.68
4239;	193765;	193808;	43;	21.20;	756.16;	-4.68
4240;	193808;	193851;	43;	21.20;	756.16;	-4.68
4241;	193851;	193894;	43;	21.20;	756.16;	-4.68
4242;	193894;	193937;	43;	21.20;	756.16;	-4.68
4243;	193937;	193980;	43;	21.20;	756.16;	-4.68
4244;	193980;	194032;	52;	21.20;	756.16;	-4.68
4245;	194032;	194075;	43;	21.20;	756.16;	-4.68
4246;	194075;	194118;	43;	21.20;	756.05;	-3.45
4247;	194118;	194161;	43;	21.20;	756.05;	-3.45
4248;	194161;	194204;	43;	21.20;	756.16;	-4.68
4249;	194204;	194247;	43;	21.20;	756.16;	-4.68
4250;	194247;	194320;	73;	21.20;	756.27;	-5.91
4251;	194320;	194363;	43;	21.20;	756.05;	-3.45
4252;	194363;	194406;	43;	21.19;	756.01;	-3.01
4253;	194406;	194449;	43;	21.20;	756.16;	-4.68
4254;	194449;	194500;	51;	21.20;	756.16;	-4.68
4255;	194500;	194543;	43;	21.19;	756.13;	-4.35
4256;	194543;	194586;	43;	21.20;	756.16;	-4.68
4257;	194586;	194629;	43;	21.19;	756.24;	-5.57
4258;	194629;	194672;	43;	21.19;	756.13;	-4.35
4259;	194672;	194715;	43;	21.20;	756.27;	-5.91
4260;	194715;	194758;	43;	21.20;	756.16;	-4.68
4261;	194758;	194801;	43;	21.20;	756.16;	-4.68
4262;	194801;	194844;	43;	21.19;	756.13;	-4.35
4263;	194844;	194887;	43;	21.19;	756.24;	-5.57
4264;	194887;	194930;	43;	21.19;	756.13;	-4.35
4265;	194930;	195000;	70;	21.19;	756.24;	-5.57
4266;	195000;	195043;	43;	21.19;	756.13;	-4.35
4267;	195043;	195116;	73;	21.19;	756.13;	-4.35
4268;	195116;	195159;	43;	21.19;	756.01;	-3.01
4269;	195159;	195202;	43;	21.19;	756.13;	-4.35
4270;	195202;	195245;	43;	21.19;	756.13;	-4.35
4271;	195245;	195288;	43;	21.19;	756.13;	-4.35
4272;	195288;	195331;	43;	21.19;	756.13;	-4.35
4273;	195331;	195374;	43;	21.19;	756.24;	-5.57
4274;	195374;	195417;	43;	21.19;	756.13;	-4.35
4275;	195417;	195460;	43;	21.19;	756.13;	-4.35
4276;	195460;	195511;	51;	21.19;	756.13;	-4.35
4277;	195511;	195554;	43;	21.19;	756.13;	-4.35
4278;	195554;	195597;	43;	21.19;	756.13;	-4.35
4279;	195597;	195640;	43;	21.19;	756.01;	-3.01
4280;	195640;	195683;	43;	21.19;	756.13;	-4.35
4281;	195683;	195726;	43;	21.19;	756.13;	-4.35
4282;	195726;	195769;	43;	21.19;	756.13;	-4.35
4283;	195769;	195830;	61;	21.19;	756.13;	-4.35
4284;	195830;	195885;	55;	21.19;	756.13;	-4.35
4285;	195885;	195928;	43;	21.19;	756.13;	-4.35
4286;	195928;	195979;	51;	21.17;	756.09;	-3.90
4287;	195979;	196022;	43;	21.19;	756.13;	-4.35
4288;	196022;	196065;	43;	21.19;	756.01;	-3.01
4289;	196065;	196108;	43;	21.17;	756.09;	-3.90
4290;	196108;	196151;	43;	21.19;	756.13;	-4.35
4291;	196151;	196194;	43;	21.19;	756.13;	-4.35
4292;	196194;	196237;	43;	21.19;	756.13;	-4.35
4293;	196237;	196280;	43;	21.19;	756.13;	-4.35
4294;	196280;	196323;	43;	21.17;	756.21;	-5.24
4295;	196323;	196366;	43;	21.17;	756.21;	-5.24
4296;	196366;	196409;	43;	21.19;	756.13;	-4.35
4297;	196409;	196460;	51;	21.19;	756.13;	-4.35
4298;	196460;	196503;	43;	21.17;	756.09;	-3.90
4299;	196503;	196546;	43;	21.19;	756.24;	-5.57
4300;	196546;	196606;	60;	21.17;	756.09;	-3.90
4301;	196606;	196661;	55;	21.17;	756.21;	-5.24
4302;	196661;	196704;	43;	21.17;	756.21;	-5.24
4303;	196704;	196747;	43;	21.17;	756.09;	-3.90
4304;	196747;	196790;	43;	21.17;	756.09;	-3.90
4305;	196790;	196833;	43;	21.17;	756.21;	-5.24
4306;	196833;	196876;	43;	21.17;	756.21;	-5.24
4307;	196876;	196919;	43;	21.17;	756.09;	-3.90
4308;	196919;	196970;	51;	21.17;	756.21;	-5.24
4309;	196970;	197013;	43;	21.17;	756.09;	-3.90
4310;	197013;	197056;	43;	21.17;	756.09;	-3.90
4311;	197056;	197099;	43;	21.17;	756.21;	-5.24
4312;	197099;	197142;	43;	21.17;	756.21;	-5.24
4313;	197142;	197185;	43;	21.17;	756.21;	-5.24
4314;	197185;	197228;	43;	21.17;	756.21;	-5.24
4315;	197228;	197271;	43;	21.17;	756.09;	-3.90
4316;	197271;	197332;	61;	21.17;	756.09;	-3.90
4317;	197332;	197375;	43;	21.15;	756.06;	-3.57
4318;	197375;	197451;	76;	21.15;	756.17;	-4.79
4319;	197451;	197494;	43;	21.17;	756.09;	-3.90
4320;	197494;	197537;	43;	21.17;	756.21;	-5.24
4321;	197537;	197580;	43;	21.15;	756.17;	-4.79
4322;	197580;	197623;	43;	21.15;	756.17;	-4.79
4323;	197623;	197666;	43;	21.17;	756.09;	-3.90
4324;	197666;	197709;	43;	21.15;	756.06;	-3.57
4325;	197709;	197752;	43;	21.15;	756.17;	-4.79
4326;	197752;	197795;	43;	21.17;	756.21;	-5.24
4327;	197795;	197838;	43;	21.17;	756.09;	-3.90
4328;	197838;	197881;	43;	21.15;	756.06;	-3.57
4329;	197881;	197932;	51;	21.15;	756.17;	-4.79
4330;	197932;	197975;	43;	21.15;	756.06;	-3.57
4331;	197975;	198018;	43;	21.15;	756.17;	-4.79
4332;	198018;	198061;	43;	21.17;	756.09;	-3.90
4333;	198061;	198122;	61;	21.17;	756.09;	-3.90
4334;	198122;	198165;	43;	21.17;	756.21;	-5.24
4335;	198165;	198208;	43;	21.17;	756.09;	-3.90
4336;	198208;	198262;	54;	21.15;	756.06;	-3.57
4337;	198262;	198305;	43;	21.17;	756.09;	-3.90
4338;	198305;	198348;	43;	21.17;	756.21;	-5.24
4339;	198348;	198391;	43;	21.17;	756.09;	-3.90
4340;	198391;	198475;	84;	21.17;	756.09;	-3.90
4341;	198475;	198518;	43;	21.17;	756.09;	-3.90
4342;	198518;	198561;	43;	21.17;	756.21;	-5.24
4343;	198561;	198604;	43;	21.17;	756.21;	-5.24
4344;	198604;	198647;	43;	21.17;	756.09;	-3.90
4345;	198647;	198690;	43;	21.17;	756.09;	-3.90
4346;	198690;	198733;	43;	21.17;	756.09;	-3.90
4347;	198733;	198776;	43;	21.17;	756.09;	-3.90
4348;	198776;	198819;	43;	21.17;	756.21;	-5.24
4349;	198819;	198880;	61;	21.17;	756.09;	-3.90
4350;	198880;	198931;	51;	21.17;	756.21;	-5.24
4351;	198931;	198974;	43;	21.17;	756.09;	-3.90
4352;	198974;	199017;	43;	21.17;	756.09;	-3.90
4353;	199017;	199071;	54;	21.17;	756.09;	-3.90
4354;	199071;	199114;	43;	21.19;	756.13;	-4.35
4355;	199114;	199157;	43;	21.17;	756.21;	-5.24
4356;	199157;	199200;	43;	21.17;	756.09;	-3.90
4357;	199200;	199243;	43;	21.17;	756.21;	-5.24
4358;	199243;	199286;	43;	21.17;	756.09;	-3.90
4359;	199286;	199329;	43;	21.19;	756.13;	-4.35
4360;	199329;	199372;	43;	21.19;	756.13;	-4.35
4361;	199372;	199423;	51;	21.19;	756.13;	-4.35
4362;	199423;	199466;	43;	21.17;	756.09;	-3.90
4363;	199466;	199509;	43;	21.17;	756.21;	-5.24
4364;	199509;	199552;	43;	21.19;	756.24;	-5.57
4365;	199552;	199595;	43;	21.17;	756.09;	-3.90
4366;	199595;	199656;	61;	21.17;	756.21;	-5.24
4367;	199656;	199699;	43;	21.19;	756.13;	-4.35
4368;	199699;	199742;	43;	21.17;	756.09;	-3.90
4369;	199742;	199785;	43;	21.19;	756.24;	-5.57
4370;	199785;	199840;	55;	21.17;	755.98;	-2.67
4371;	199840;	199883;	43;	21.19;	756.24;	-5.57
4372;	199883;	199934;	51;	21.17;	755.98;	-2.67
4373;	199934;	199977;	43;	21.19;	756.13;	-4.35
4374;	199977;	200020;	43;	21.19;	756.24;	-5.57
4375;	200020;	200063;	43;	21.19;	756.24;	-5.57
4376;	200063;	200106;	43;	21.19;	756.24;	-5.57
4377;	200106;	200149;	43;	21.19;	756.13;	-4.35
4378;	200149;	200192;	43;	21.19;	756.24;	-5.57
4379;	200192;	200235;	43;	21.19;	756.01;	-3.01
4380;	200235;	200278;	43;	21.19;	756.24;	-5.57
4381;	200278;	200321;	43;	21.19;	756.13;	-4.35
4382;	200321;	200390;	69;	21.19;	756.13;	-4.35
4383;	200390;	200433;	43;	21.19;	756.13;	-4.35
4384;	200433;	200476;	43;	21.19;	756.13;	-4.35
4385;	200476;	200519;	43;	21.19;	756.13;	-4.35
4386;	200519;	200562;	43;	21.19;	756.13;	-4.35
4387;	200562;	200617;	55;	21.19;	756.24;	-5.57
4388;	200617;	200660;	43;	21.19;	756.24;	-5.57
4389;	200660;	200703;	43;	21.19;	756.24;	-5.57
4390;	200703;	200746;	43;	21.19;	756.13;	-4.35
4391;	200746;	200789;	43;	21.19;	756.13;	-4.35
4392;	200789;	200832;	43;	21.19;	756.13;	-4.35
4393;	200832;	200883;	51;	21.19;	756.01;	-3.01
4394;	200883;	200926;	43;	21.19;	756.13;	-4.35
4395;	200926;	200969;	43;	21.20;	756.16;	-4.68
4396;	200969;	201012;	43;	21.19;	756.13;	-4.35
4397;	201012;	201055;	43;	21.19;	756.13;	-4.35
4398;	201055;	201098;	43;	21.19;	756.13;	-4.35
4399;	201098;	201175;	77;	21.19;	756.13;	-4.35
4400;	201175;	201218;	43;	21.19;	756.01;	-3.01
4401;	201218;	201261;	43;	21.19;	756.13;	-4.35
4402;	201261;	201304;	43;	21.19;	756.13;	-4.35
4403;	201304;	201347;	43;	21.19;	756.13;	-4.35
4404;	201347;	201410;	63;	21.19;	756.13;	-4.35
4405;	201410;	201453;	43;	21.19;	756.13;	-4.35
4406;	201453;	201496;	43;	21.19;	756.01;	-3.01
4407;	201496;	201539;	43;	21.19;	756.01;	-3.01
4408;	201539;	201582;	43;	21.19;	756.13;	-4.35
4409;	201582;	201625;	43;	21.19;	756.13;	-4.35
4410;	201625;	201668;	43;	21.19;	756.13;	-4.35
4411;	201668;	201711;	43;	21.19;	756.01;	-3.01
4412;	201711;	201754;	43;	21.20;	756.16;	-4.68
4413;	201754;	201797;	43;	21.19;	756.24;	-5.57
4414;	201797;	201848;	51;	21.19;	756.13;	-4.35
4415;	201848;	201908;	60;	21.20;	756.27;	-5.91
4416;	201908;	201951;	43;	21.19;	756.13;	-4.35
4417;	201951;	201994;	43;	21.19;	756.13;	-4.35
4418;	201994;	202037;	43;	21.20;	756.16;	-4.68
4419;	202037;	202080;	43;	21.19;	756.24;	-5.57
4420;	202080;	202123;	43;	21.20;	756.16;	-4.68
4421;	202123;	202166;	43;	21.19;	756.13;	-4.35
4422;	202166;	202221;	55;	21.19;	756.13;	-4.35
4423;	202221;	202264;	43;	21.19;	756.13;	-4.35
4424;	202264;	202307;	43;	21.19;	756.13;	-4.35
4425;	202307;	202358;	51;	21.20;	756.27;	-5.91
4426;	202358;	202401;	43;	21.20;	756.16;	-4.68
4427;	202401;	202444;	43;	21.19;	756.13;	-4.35
4428;	202444;	202487;	43;	21.20;	756.16;	-4.68
4429;	202487;	202530;	43;	21.20;	756.05;	-3.45
4430;	202530;	202573;	43;	21.20;	756.16;	-4.68
4431;	202573;	202616;	43;	21.20;	756.05;	-3.45
4432;	202616;	202676;	60;	21.20;	756.16;	-4.68
4433;	202676;	202719;	43;	21.20;	756.27;	-5.91
4434;	202719;	202762;	43;	21.20;	756.16;	-4.68
4435;	202762;	202805;	43;	21.20;	756.16;	-4.68
4436;	202805;	202856;	51;	21.20;	756.16;	-4.68
4437;	202856;	202899;	43;	21.19;	756.01;	-3.01
4438;	202899;	202942;	43;	21.20;	756.16;	-4.68
4439;	202942;	202997;	55;	21.20;	756.16;	-4.68
4440;	202997;	203040;	43;	21.20;	756.16;	-4.68
4441;	203040;	203083;	43;	21.20;	756.16;	-4.68
4442;	203083;	203126;	43;	21.20;	756.16;	-4.68
4443;	203126;	203169;	43;	21.20;	756.16;	-4.68
4444;	203169;	203212;	43;	21.20;	756.05;	-3.45
4445;	203212;	203255;	43;	21.20;	756.16;	-4.68
4446;	203255;	203306;	51;	21.20;	756.05;	-3.45
4447;	203306;	203349;	43;	21.20;	756.16;	-4.68
4448;	203349;	203409;	60;	21.20;	756.05;	-3.45
4449;	203409;	203452;	43;	21.20;	756.16;	-4.68
4450;	203452;	203495;	43;	21.20;	756.16;	-4.68
4451;	203495;	203538;	43;	21.20;	756.05;	-3.45
4452;	203538;	203581;	43;	21.20;	756.05;	-3.45
4453;	203581;	203624;	43;	21.20;	756.16;	-4.68
4454;	203624;	203667;	43;	21.20;	756.05;	-3.45
4455;	203667;	203710;	43;	21.20;	756.16;	-4.68
4456;	203710;	203765;	55;	21.20;	756.16;	-4.68
4457;	203765;	203816;	51;	21.20;	756.16;	-4.68
