Contador	Anterior	Actual	Intervalo	X_acc	Y_acc	Z_avv	X_gyr	Y_gyr	Z_gyr	X_mag	Y_mag	Z_mah
680;	92506;	92634;	128;	0.20;	-1.01;	9.45;	0.00;	-0.25;	-0.06;	0.00;	-0.25;	-0.06
681;	92634;	92762;	128;	0.21;	-0.98;	9.43;	-0.13;	0.13;	0.06;	-0.13;	0.13;	0.06
682;	92762;	92891;	129;	0.20;	-1.02;	9.44;	0.00;	0.13;	-0.13;	-0.06;	0.13;	0.06
683;	92891;	93039;	148;	0.20;	-0.99;	9.42;	0.00;	-0.13;	0.00;	0.00;	-0.13;	0.00
684;	93039;	93188;	149;	0.21;	-0.99;	9.42;	-0.06;	0.06;	-0.19;	-0.06;	0.06;	-0.19
685;	93188;	93317;	129;	0.20;	-1.01;	9.45;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
686;	93317;	93445;	128;	0.21;	-1.01;	9.45;	-0.13;	-0.13;	0.00;	-0.13;	-0.13;	0.00
687;	93445;	93574;	129;	0.20;	-1.00;	9.45;	0.00;	0.06;	-0.06;	0.00;	0.00;	0.06
688;	93574;	93703;	129;	0.20;	-1.00;	9.46;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
689;	93703;	93833;	130;	0.20;	-1.01;	9.42;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
690;	93833;	93971;	138;	0.22;	-1.01;	9.44;	0.00;	-0.25;	-0.06;	0.00;	-0.25;	-0.06
691;	93971;	94099;	128;	0.20;	-1.01;	9.42;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
692;	94099;	94227;	128;	0.18;	-0.99;	9.45;	-0.13;	0.19;	-0.06;	-0.13;	0.19;	-0.06
693;	94227;	94356;	129;	0.20;	-0.99;	9.44;	0.00;	0.19;	0.06;	0.00;	-0.06;	-0.13
694;	94356;	94486;	130;	0.20;	-1.00;	9.46;	0.06;	-0.19;	0.00;	0.00;	0.00;	-0.06
695;	94486;	94616;	130;	0.20;	-1.00;	9.43;	0.06;	0.00;	0.06;	0.06;	0.00;	0.06
696;	94616;	94753;	137;	0.21;	-1.00;	9.45;	0.06;	-0.13;	0.13;	0.06;	-0.13;	0.13
697;	94753;	94881;	128;	0.20;	-1.00;	9.47;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
698;	94881;	95009;	128;	0.20;	-1.01;	9.44;	-0.13;	0.19;	0.06;	0.00;	0.06;	0.00
699;	95009;	95139;	130;	0.22;	-1.00;	9.41;	0.19;	0.00;	0.00;	0.00;	-0.06;	0.00
700;	95139;	95287;	148;	0.21;	-1.00;	9.42;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
701;	95287;	95429;	142;	0.21;	-1.01;	9.46;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
702;	95429;	95559;	130;	0.21;	-1.01;	9.42;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
703;	95559;	95731;	172;	0.20;	-1.01;	9.46;	-0.06;	0.06;	0.00;	0.13;	0.25;	0.00
704;	95731;	95861;	130;	0.22;	-0.99;	9.43;	0.00;	0.00;	0.00;	0.00;	0.06;	0.06
705;	95861;	95991;	130;	0.21;	-1.02;	9.45;	0.00;	0.19;	0.00;	-0.13;	0.13;	0.00
706;	95991;	96121;	130;	0.20;	-1.03;	9.43;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
707;	96121;	96250;	129;	0.19;	-1.00;	9.42;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
708;	96250;	96381;	131;	0.20;	-1.01;	9.45;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
709;	96381;	96520;	139;	0.20;	-1.00;	9.44;	-0.13;	-0.13;	-0.06;	-0.13;	-0.13;	-0.06
710;	96520;	96648;	128;	0.21;	-0.98;	9.41;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
711;	96648;	96776;	128;	0.18;	-1.01;	9.46;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
712;	96776;	96905;	129;	0.20;	-1.00;	9.43;	-0.13;	0.19;	-0.13;	-0.06;	0.00;	-0.06
713;	96905;	97035;	130;	0.20;	-1.01;	9.44;	-0.06;	0.00;	0.00;	-0.06;	0.13;	0.00
714;	97035;	97165;	130;	0.21;	-0.99;	9.42;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
715;	97165;	97304;	139;	0.21;	-1.01;	9.46;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
716;	97304;	97452;	148;	0.20;	-1.01;	9.40;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
717;	97452;	97592;	140;	0.22;	-1.01;	9.44;	0.00;	0.13;	-0.06;	0.00;	0.13;	-0.06
718;	97592;	97720;	128;	0.19;	-1.01;	9.43;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
719;	97720;	97849;	129;	0.22;	-1.01;	9.45;	-0.06;	0.00;	0.00;	0.00;	0.00;	0.06
720;	97849;	97978;	129;	0.21;	-1.00;	9.46;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
721;	97978;	98108;	130;	0.21;	-1.00;	9.43;	-0.13;	0.06;	-0.06;	-0.13;	0.06;	-0.06
722;	98108;	98247;	139;	0.22;	-1.02;	9.45;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
723;	98247;	98378;	131;	0.21;	-1.01;	9.45;	-0.13;	0.13;	-0.06;	-0.13;	0.13;	-0.06
724;	98378;	98506;	128;	0.22;	-1.02;	9.44;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
725;	98506;	98634;	128;	0.17;	-0.98;	9.42;	0.00;	-0.06;	0.19;	0.00;	-0.06;	0.19
726;	98634;	98762;	128;	0.20;	-1.01;	9.43;	0.06;	-0.13;	0.00;	0.00;	0.19;	0.00
727;	98762;	98891;	129;	0.21;	-1.01;	9.45;	-0.06;	-0.06;	0.13;	-0.06;	-0.06;	0.13
728;	98891;	99030;	139;	0.20;	-1.01;	9.48;	-0.06;	-0.13;	0.00;	-0.06;	-0.13;	0.00
729;	99030;	99158;	128;	0.21;	-1.02;	9.42;	0.00;	0.13;	-0.06;	0.00;	0.13;	-0.06
730;	99158;	99286;	128;	0.21;	-0.99;	9.43;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
731;	99286;	99414;	128;	0.21;	-1.01;	9.43;	0.06;	0.00;	-0.06;	0.06;	-0.06;	0.06
732;	99414;	99544;	130;	0.21;	-1.01;	9.44;	0.00;	0.00;	0.06;	0.06;	-0.06;	0.00
733;	99544;	99691;	147;	0.22;	-1.01;	9.44;	0.13;	-0.13;	0.06;	0.13;	-0.13;	0.06
734;	99691;	99840;	149;	0.19;	-1.03;	9.47;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
735;	99840;	99968;	128;	0.19;	-1.01;	9.43;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
736;	99968;	100097;	129;	0.19;	-0.98;	9.47;	-0.06;	-0.06;	-0.06;	-0.06;	0.06;	0.06
737;	100097;	100226;	129;	0.20;	-1.01;	9.43;	-0.06;	0.00;	0.06;	0.00;	0.00;	0.00
738;	100226;	100356;	130;	0.22;	-1.01;	9.44;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
739;	100356;	100486;	130;	0.21;	-1.00;	9.45;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
740;	100486;	100636;	150;	0.21;	-1.01;	9.44;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
741;	100636;	100764;	128;	0.20;	-1.00;	9.43;	0.06;	0.00;	0.06;	0.06;	0.00;	0.06
742;	100764;	100893;	129;	0.19;	-1.01;	9.46;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
743;	100893;	101021;	128;	0.21;	-0.99;	9.42;	-0.13;	0.00;	-0.06;	-0.13;	0.00;	-0.06
744;	101021;	101150;	129;	0.19;	-1.00;	9.45;	0.13;	0.19;	-0.06;	0.00;	0.25;	-0.13
745;	101150;	101280;	130;	0.21;	-1.01;	9.45;	-0.06;	-0.13;	-0.06;	0.06;	0.06;	0.00
746;	101280;	101410;	130;	0.19;	-1.01;	9.41;	0.00;	0.06;	-0.13;	0.06;	-0.13;	0.00
747;	101410;	101548;	138;	0.20;	-1.02;	9.44;	0.00;	0.06;	0.06;	0.00;	0.06;	0.06
748;	101548;	101678;	130;	0.19;	-1.01;	9.43;	-0.06;	0.00;	0.06;	-0.06;	0.00;	0.06
749;	101678;	101826;	148;	0.19;	-1.01;	9.42;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
750;	101826;	101954;	128;	0.20;	-0.98;	9.43;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
751;	101954;	102095;	141;	0.22;	-1.01;	9.42;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
752;	102095;	102224;	129;	0.19;	-1.03;	9.42;	0.00;	0.06;	-0.06;	0.00;	0.13;	-0.13
753;	102224;	102362;	138;	0.20;	-1.01;	9.44;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
754;	102362;	102493;	131;	0.21;	-1.01;	9.44;	-0.06;	0.13;	-0.06;	-0.06;	0.13;	-0.06
755;	102493;	102622;	129;	0.20;	-1.00;	9.39;	0.13;	0.00;	-0.06;	0.13;	0.00;	-0.06
756;	102622;	102752;	130;	0.19;	-1.00;	9.45;	0.06;	0.00;	-0.13;	0.06;	0.00;	-0.13
757;	102752;	102882;	130;	0.20;	-1.01;	9.42;	0.06;	0.13;	-0.13;	0.06;	0.13;	-0.13
758;	102882;	103011;	129;	0.19;	-1.00;	9.47;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
759;	103011;	103147;	136;	0.20;	-1.02;	9.43;	-0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
760;	103147;	103277;	130;	0.20;	-0.99;	9.42;	0.00;	-0.19;	0.06;	0.00;	-0.06;	0.19
761;	103277;	103407;	130;	0.22;	-1.01;	9.46;	-0.06;	0.00;	0.00;	0.00;	-0.19;	0.06
762;	103407;	103537;	130;	0.19;	-1.02;	9.42;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
763;	103537;	103668;	131;	0.19;	-1.02;	9.45;	-0.06;	-0.13;	0.06;	-0.06;	0.06;	-0.06
764;	103668;	103798;	130;	0.22;	-1.00;	9.45;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
765;	103798;	103935;	137;	0.20;	-1.01;	9.43;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
766;	103935;	104080;	145;	0.19;	-1.01;	9.42;	-0.06;	0.06;	-0.13;	-0.06;	0.13;	-0.13
767;	104080;	104222;	142;	0.20;	-1.00;	9.43;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
768;	104222;	104351;	129;	0.20;	-1.00;	9.43;	-0.13;	0.13;	-0.06;	0.06;	0.06;	0.00
769;	104351;	104480;	129;	0.20;	-1.00;	9.40;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
770;	104480;	104610;	130;	0.21;	-0.99;	9.43;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
771;	104610;	104749;	139;	0.18;	-1.01;	9.41;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
772;	104749;	104877;	128;	0.20;	-1.00;	9.43;	-0.06;	0.00;	0.06;	-0.06;	0.00;	0.06
773;	104877;	105005;	128;	0.21;	-1.02;	9.45;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
774;	105005;	105134;	129;	0.20;	-1.00;	9.44;	0.06;	-0.06;	0.00;	0.00;	0.06;	0.00
775;	105134;	105264;	130;	0.18;	-1.02;	9.46;	-0.13;	-0.06;	-0.06;	-0.13;	-0.06;	0.00
776;	105264;	105394;	130;	0.22;	-1.00;	9.45;	-0.06;	-0.19;	-0.19;	-0.13;	-0.06;	0.06
777;	105394;	105533;	139;	0.21;	-1.03;	9.44;	0.00;	-0.13;	-0.06;	0.00;	-0.13;	-0.06
778;	105533;	105664;	131;	0.19;	-1.00;	9.44;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
779;	105664;	105795;	131;	0.20;	-1.00;	9.44;	0.00;	0.00;	0.13;	0.00;	-0.06;	0.00
780;	105795;	105925;	130;	0.20;	-1.00;	9.43;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
781;	105925;	106056;	131;	0.22;	-1.03;	9.48;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
782;	106056;	106203;	147;	0.21;	-1.01;	9.45;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
783;	106203;	106339;	136;	0.20;	-1.01;	9.42;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06;	-0.06
784;	106339;	106479;	140;	0.17;	-1.01;	9.42;	0.13;	0.06;	-0.06;	-0.06;	0.00;	-0.06
785;	106479;	106608;	129;	0.19;	-1.01;	9.44;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
786;	106608;	106738;	130;	0.20;	-0.99;	9.44;	-0.06;	0.00;	-0.06;	-0.06;	0.00;	-0.06
787;	106738;	106868;	130;	0.20;	-1.00;	9.44;	0.06;	0.19;	-0.06;	0.06;	0.19;	-0.06
788;	106868;	106999;	131;	0.21;	-1.01;	9.41;	0.06;	-0.19;	0.06;	0.06;	-0.19;	0.06
789;	106999;	107129;	130;	0.19;	-1.01;	9.43;	-0.06;	0.13;	0.00;	-0.06;	0.13;	0.00
790;	107129;	107300;	171;	0.21;	-1.00;	9.42;	0.06;	-0.19;	0.06;	0.06;	-0.19;	0.06
791;	107300;	107430;	130;	0.21;	-1.02;	9.45;	-0.06;	0.00;	0.06;	-0.06;	0.00;	0.06
792;	107430;	107560;	130;	0.19;	-0.99;	9.43;	-0.13;	0.06;	-0.06;	-0.13;	0.06;	-0.06
793;	107560;	107688;	128;	0.21;	-1.02;	9.43;	-0.13;	-0.06;	0.00;	-0.13;	-0.06;	0.00
794;	107688;	107817;	129;	0.19;	-1.01;	9.43;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
795;	107817;	107945;	128;	0.20;	-0.99;	9.45;	0.00;	0.00;	-0.13;	0.00;	0.00;	-0.13
796;	107945;	108082;	137;	0.20;	-1.01;	9.43;	0.00;	0.00;	0.13;	0.00;	0.00;	0.13
797;	108082;	108213;	131;	0.19;	-1.01;	9.44;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
798;	108213;	108342;	129;	0.22;	-1.01;	9.43;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
799;	108342;	108505;	163;	0.21;	-1.00;	9.42;	0.06;	0.06;	0.00;	0.00;	0.06;	0.00
800;	108505;	108635;	130;	0.20;	-1.02;	9.45;	0.00;	-0.06;	0.06;	-0.06;	0.00;	0.00
801;	108635;	108776;	141;	0.19;	-0.99;	9.42;	-0.06;	-0.06;	0.00;	-0.06;	0.13;	-0.06
802;	108776;	108914;	138;	0.22;	-1.00;	9.43;	0.06;	0.00;	-0.13;	0.06;	0.00;	-0.13
803;	108914;	109042;	128;	0.21;	-1.01;	9.45;	0.00;	0.13;	-0.06;	0.00;	0.13;	-0.06
804;	109042;	109170;	128;	0.21;	-1.01;	9.43;	0.06;	-0.06;	0.13;	0.06;	-0.06;	0.13
805;	109170;	109298;	128;	0.19;	-1.00;	9.43;	0.00;	0.13;	-0.06;	0.06;	0.06;	0.00
806;	109298;	109428;	130;	0.18;	-1.00;	9.43;	-0.13;	0.00;	0.13;	-0.06;	-0.13;	0.06
807;	109428;	109558;	130;	0.19;	-1.01;	9.43;	0.13;	-0.13;	0.13;	0.00;	0.00;	-0.06
808;	109558;	109715;	157;	0.23;	-0.99;	9.43;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
809;	109715;	109848;	133;	0.21;	-1.00;	9.41;	-0.13;	0.00;	0.00;	-0.13;	0.00;	0.00
810;	109848;	109984;	136;	0.19;	-1.02;	9.43;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
811;	109984;	110117;	133;	0.22;	-0.99;	9.43;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
812;	110117;	110250;	133;	0.21;	-1.00;	9.43;	-0.06;	0.00;	-0.13;	-0.06;	0.00;	-0.13
813;	110250;	110386;	136;	0.20;	-1.02;	9.47;	0.00;	-0.06;	-0.06;	0.00;	-0.06;	-0.06
814;	110386;	110527;	141;	0.19;	-1.01;	9.46;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
815;	110527;	110678;	151;	0.21;	-0.99;	9.45;	0.06;	-0.06;	0.00;	0.06;	-0.06;	0.00
816;	110678;	110811;	133;	0.22;	-1.01;	9.44;	0.06;	0.06;	0.06;	0.06;	0.06;	0.06
817;	110811;	110959;	148;	0.18;	-1.02;	9.44;	-0.13;	0.06;	0.00;	-0.13;	0.06;	0.00
818;	110959;	111092;	133;	0.20;	-1.02;	9.41;	-0.06;	0.06;	0.06;	-0.06;	0.06;	0.06
819;	111092;	111228;	136;	0.21;	-0.99;	9.42;	-0.06;	-0.13;	0.06;	-0.06;	-0.13;	0.06
820;	111228;	111369;	141;	0.20;	-1.02;	9.43;	0.06;	0.13;	0.06;	0.06;	0.13;	0.06
821;	111369;	111502;	133;	0.22;	-1.00;	9.41;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
822;	111502;	111637;	135;	0.20;	-1.00;	9.44;	0.00;	-0.13;	0.06;	-0.13;	-0.06;	0.13
823;	111637;	111772;	135;	0.19;	-1.00;	9.42;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
824;	111772;	111905;	133;	0.21;	-1.00;	9.41;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
825;	111905;	112041;	136;	0.19;	-1.01;	9.44;	-0.13;	0.00;	-0.13;	-0.13;	0.00;	-0.13
826;	112041;	112182;	141;	0.19;	-0.99;	9.43;	-0.06;	-0.13;	0.00;	-0.06;	-0.13;	0.00
827;	112182;	112315;	133;	0.22;	-1.00;	9.45;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
828;	112315;	112450;	135;	0.18;	-1.01;	9.46;	-0.06;	0.00;	0.06;	0.00;	-0.13;	0.00
829;	112450;	112585;	135;	0.19;	-1.02;	9.43;	-0.06;	0.00;	0.19;	-0.06;	0.00;	0.19
830;	112585;	112719;	134;	0.21;	-1.02;	9.45;	0.00;	0.13;	0.00;	0.00;	0.00;	0.06
831;	112719;	112855;	136;	0.21;	-1.00;	9.42;	0.06;	0.06;	-0.06;	0.06;	0.06;	-0.06
832;	112855;	113006;	151;	0.19;	-1.01;	9.45;	-0.06;	0.06;	0.00;	-0.06;	0.06;	0.00
833;	113006;	113147;	141;	0.20;	-1.01;	9.44;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
834;	113147;	113292;	145;	0.21;	-1.01;	9.43;	-0.06;	0.06;	-0.06;	-0.06;	0.00;	-0.06
835;	113292;	113427;	135;	0.18;	-1.02;	9.45;	0.06;	0.00;	0.13;	0.06;	0.00;	0.13
836;	113427;	113560;	133;	0.20;	-1.00;	9.42;	0.00;	-0.13;	0.13;	0.00;	-0.13;	0.13
837;	113560;	113696;	136;	0.20;	-1.00;	9.42;	-0.13;	0.19;	-0.06;	-0.13;	0.19;	-0.06
838;	113696;	113829;	133;	0.20;	-1.02;	9.44;	0.06;	0.06;	-0.06;	0.06;	0.06;	-0.06
839;	113829;	113970;	141;	0.20;	-0.99;	9.43;	0.13;	-0.19;	-0.06;	0.13;	-0.19;	-0.06
840;	113970;	114104;	134;	0.21;	-1.01;	9.43;	0.00;	-0.06;	-0.13;	0.00;	0.25;	0.00
841;	114104;	114239;	135;	0.20;	-0.99;	9.43;	0.06;	0.06;	-0.13;	0.06;	0.06;	-0.13
842;	114239;	114372;	133;	0.20;	-1.01;	9.43;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
843;	114372;	114507;	135;	0.20;	-1.01;	9.42;	0.06;	-0.06;	0.06;	0.00;	0.06;	-0.06
844;	114507;	114641;	134;	0.20;	-1.02;	9.44;	0.00;	-0.06;	0.19;	0.00;	-0.06;	0.19
845;	114641;	114782;	141;	0.20;	-1.01;	9.46;	0.00;	-0.19;	0.00;	0.00;	-0.19;	0.00
846;	114782;	114915;	133;	0.19;	-1.01;	9.40;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
847;	114915;	115051;	136;	0.20;	-0.99;	9.44;	-0.06;	-0.19;	0.00;	-0.06;	-0.19;	0.00
848;	115051;	115202;	151;	0.20;	-1.01;	9.44;	0.06;	0.00;	0.00;	0.06;	0.00;	0.00
849;	115202;	115335;	133;	0.17;	-1.01;	9.45;	0.06;	0.13;	-0.06;	0.06;	0.13;	-0.06
850;	115335;	115468;	133;	0.21;	-1.01;	9.41;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
851;	115468;	115622;	154;	0.20;	-1.02;	9.42;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
852;	115622;	115756;	134;	0.20;	-1.00;	9.44;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
853;	115756;	115890;	134;	0.20;	-1.01;	9.45;	0.00;	0.06;	-0.06;	0.00;	0.06;	-0.06
854;	115890;	116025;	135;	0.21;	-1.00;	9.44;	-0.06;	0.13;	-0.13;	-0.06;	0.13;	-0.13
855;	116025;	116158;	133;	0.21;	-1.01;	9.46;	0.00;	-0.06;	0.13;	0.00;	-0.06;	0.13
856;	116158;	116293;	135;	0.20;	-1.00;	9.43;	-0.06;	-0.19;	0.06;	-0.06;	0.06;	0.00
857;	116293;	116436;	143;	0.18;	-1.01;	9.44;	0.00;	0.00;	0.06;	0.00;	0.00;	0.06
858;	116436;	116569;	133;	0.19;	-1.03;	9.43;	-0.06;	0.06;	-0.06;	-0.06;	0.06;	-0.06
859;	116569;	116703;	134;	0.20;	-0.98;	9.43;	0.00;	0.00;	0.00;	0.06;	0.06;	0.06
860;	116703;	116838;	135;	0.20;	-1.01;	9.43;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
861;	116838;	116971;	133;	0.21;	-1.00;	9.43;	-0.06;	-0.25;	0.13;	-0.06;	-0.25;	0.13
862;	116971;	117106;	135;	0.21;	-1.00;	9.45;	0.06;	0.00;	-0.06;	0.06;	0.06;	-0.13
863;	117106;	117248;	142;	0.20;	-1.01;	9.45;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
864;	117248;	117382;	134;	0.20;	-1.00;	9.45;	-0.13;	-0.06;	-0.06;	-0.13;	-0.06;	-0.06
865;	117382;	117533;	151;	0.19;	-1.01;	9.43;	0.13;	0.06;	0.00;	0.13;	0.06;	0.00
866;	117533;	117668;	135;	0.21;	-0.99;	9.45;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	0.00
867;	117668;	117813;	145;	0.20;	-1.01;	9.44;	0.19;	0.00;	-0.06;	0.19;	0.00;	-0.06
868;	117813;	117947;	134;	0.22;	-1.01;	9.43;	0.19;	-0.13;	0.00;	0.19;	-0.13;	0.00
869;	117947;	118082;	135;	0.18;	-1.00;	9.44;	0.13;	-0.19;	0.06;	0.13;	-0.19;	0.06
870;	118082;	118223;	141;	0.22;	-1.01;	9.43;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
871;	118223;	118356;	133;	0.18;	-1.00;	9.44;	-0.13;	-0.13;	0.06;	-0.13;	-0.13;	0.06
872;	118356;	118490;	134;	0.19;	-1.00;	9.41;	-0.06;	0.06;	0.13;	0.06;	0.06;	-0.06
873;	118490;	118625;	135;	0.19;	-1.02;	9.42;	0.06;	-0.06;	-0.06;	0.06;	-0.06;	-0.06
874;	118625;	118758;	133;	0.19;	-1.01;	9.43;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
875;	118758;	118893;	135;	0.21;	-1.01;	9.44;	0.06;	0.06;	0.00;	0.06;	0.06;	0.00
876;	118893;	119067;	174;	0.19;	-1.00;	9.44;	0.00;	0.13;	0.00;	0.00;	0.13;	0.00
877;	119067;	119200;	133;	0.20;	-1.00;	9.46;	0.06;	0.00;	-0.06;	0.06;	0.00;	-0.06
878;	119200;	119333;	133;	0.21;	-1.01;	9.42;	-0.06;	-0.06;	-0.06;	0.00;	0.13;	-0.06
879;	119333;	119468;	135;	0.19;	-1.00;	9.44;	-0.06;	-0.06;	-0.13;	-0.06;	-0.06;	-0.13
880;	119468;	119601;	133;	0.22;	-1.02;	9.44;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
881;	119601;	119751;	150;	0.20;	-1.00;	9.45;	0.00;	0.00;	0.00;	0.00;	0.00;	0.00
882;	119751;	119892;	141;	0.20;	-0.99;	9.43;	-0.06;	-0.06;	0.00;	-0.06;	-0.06;	0.00
883;	119892;	120028;	136;	0.20;	-1.00;	9.43;	-0.06;	-0.06;	0.06;	-0.06;	-0.06;	0.06
884;	120028;	120172;	144;	0.21;	-1.01;	9.43;	-0.06;	0.19;	-0.06;	-0.06;	0.19;	-0.06
885;	120172;	120307;	135;	0.18;	-1.02;	9.45;	0.00;	0.00;	0.00;	0.06;	0.00;	0.00
886;	120307;	120441;	134;	0.20;	-1.01;	9.43;	0.00;	-0.19;	-0.06;	0.00;	-0.19;	-0.06
887;	120441;	120574;	133;	0.19;	-1.03;	9.43;	0.00;	0.06;	0.06;	0.00;	0.06;	0.06
888;	120574;	120717;	143;	0.21;	-1.01;	9.46;	-0.06;	0.00;	0.00;	0.00;	0.13;	-0.19
889;	120717;	120852;	135;	0.21;	-1.00;	9.45;	0.06;	-0.19;	0.00;	0.06;	-0.19;	0.00
890;	120852;	120985;	133;	0.20;	-1.01;	9.42;	0.00;	0.00;	-0.06;	0.00;	0.00;	-0.06
891;	120985;	121120;	135;	0.23;	-1.03;	9.45;	-0.06;	0.06;	0.06;	0.06;	-0.19;	0.00
892;	121120;	121254;	134;	0.20;	-1.01;	9.44;	0.00;	-0.06;	0.06;	0.00;	-0.06;	0.06
893;	121254;	121387;	133;	0.20;	-0.99;	9.42;	0.00;	0.06;	-0.13;	0.00;	0.06;	-0.13
894;	121387;	121531;	144;	0.21;	-1.01;	9.42;	0.06;	0.06;	-0.06;	0.06;	-0.13;	0.06
895;	121531;	121666;	135;	0.21;	-1.01;	9.46;	-0.06;	0.00;	0.06;	-0.06;	0.00;	0.06
896;	121666;	121799;	133;	0.20;	-0.98;	9.43;	0.06;	-0.13;	-0.13;	0.06;	-0.13;	-0.13
897;	121799;	121935;	136;	0.20;	-1.02;	9.43;	0.06;	0.13;	-0.13;	0.06;	0.13;	-0.13
898;	121935;	122085;	150;	0.19;	-1.00;	9.44;	0.06;	-0.06;	0.06;	0.06;	-0.06;	0.06
899;	122085;	122219;	134;	0.20;	-0.99;	9.45;	0.06;	-0.06;	-0.13;	0.06;	-0.06;	-0.13
900;	122219;	122374;	155;	0.20;	-1.02;	9.43;	-0.06;	0.00;	-0.06;	0.06;	-0.06;	0.00
901;	122374;	122508;	134;	0.20;	-0.99;	9.45;	0.00;	-0.06;	0.00;	0.00;	-0.06;	0.00
902;	122508;	122641;	133;	0.22;	-1.03;	9.44;	-0.13;	0.06;	-0.13;	-0.13;	0.06;	-0.13
903;	122641;	122776;	135;	0.20;	-1.01;	9.43;	0.00;	0.06;	0.00;	0.00;	0.06;	0.00
904;	122776;	122910;	134;	0.21;	-1.02;	9.41;	0.06;	-0.19;	0.00;	0.06;	-0.19;	0.00
905;	122910;	123043;	133;	0.21;	-1.02;	9.41;	0.00;	0.25;	0.00;	0.00;	0.25;	0.00
906;	123043;	123179;	136;	0.19;	-1.01;	9.41;	-0.06;	0.00;	0.00;	-0.06;	0.00;	0.00
